,Country,EdLevel,CodingExperiance,Salary
47086,United States of America,less than bachelor's,16.0,90000.0
47091,Spain,PostGrad,8.0,39458.0
47095,United States of America,Masters,11.0,110000.0
47100,Italy,less than bachelor's,10.0,42657.0
47106,United States of America,Bachelor,0.5,63000.0
47107,Brazil,less than bachelor's,7.0,24928.0
47110,United States of America,Bachelor,6.0,73000.0
47112,United States of America,Bachelor,9.0,175000.0
47115,Brazil,less than bachelor's,1.0,12216.0
47116,United States of America,Bachelor,4.0,170000.0
47117,United States of America,Bachelor,6.0,71000.0
47118,United States of America,Bachelor,25.0,100000.0
47119,Canada,Bachelor,8.0,85893.0
47123,United States of America,less than bachelor's,7.0,115000.0
47124,United States of America,less than bachelor's,42.0,145000.0
47125,Germany,Masters,2.0,95979.0
47128,United States of America,Bachelor,21.0,165000.0
47132,Poland,less than bachelor's,2.0,104063.0
47134,United States of America,Masters,7.0,125000.0
47135,Germany,Bachelor,9.0,76250.0
47136,United States of America,Bachelor,21.0,136000.0
47140,United States of America,Bachelor,6.0,151000.0
47143,Australia,Masters,2.0,111111.0
47150,United Kingdom of Great Britain and Northern Ireland,Masters,34.0,85435.0
47153,United States of America,Bachelor,0.5,69500.0
47155,United States of America,Bachelor,5.0,110000.0
47157,United States of America,Bachelor,6.0,95000.0
47158,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,156421.0
47164,Australia,Bachelor,6.0,43524.0
47169,Canada,Bachelor,6.0,78084.0
47170,United States of America,Bachelor,11.0,83000.0
47175,Spain,less than bachelor's,16.0,38392.0
47177,United States of America,less than bachelor's,6.0,90000.0
47178,United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,153280.0
47181,Canada,Bachelor,12.0,101509.0
47187,United States of America,Bachelor,9.0,152000.0
47189,United States of America,Bachelor,2.0,70000.0
47192,United States of America,Bachelor,21.0,170000.0
47193,United States of America,Bachelor,3.0,100000.0
47195,United States of America,Bachelor,33.0,140000.0
47198,Brazil,Bachelor,5.0,27919.0
47200,United States of America,Masters,19.0,158000.0
47204,Germany,Masters,3.0,63986.0
47205,United States of America,Bachelor,27.0,50000.0
47207,United States of America,less than bachelor's,12.0,151000.0
47208,United States of America,Bachelor,15.0,104000.0
47209,United States of America,Masters,10.0,150000.0
47212,United States of America,Bachelor,6.0,120000.0
47215,Australia,Bachelor,5.0,99080.0
47218,Brazil,Bachelor,3.0,15708.0
47219,Sweden,less than bachelor's,4.0,30468.0
47228,United States of America,Bachelor,5.0,155000.0
47229,United States of America,PostGrad,1.0,140000.0
47232,United States of America,PostGrad,9.0,67000.0
47235,United States of America,Bachelor,0.5,120000.0
47241,Australia,less than bachelor's,18.0,84925.0
47247,United States of America,PostGrad,18.0,90000.0
47249,United States of America,Masters,6.0,106000.0
47251,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,25.0,71929.0
47252,Spain,less than bachelor's,4.0,41591.0
47253,Canada,Bachelor,19.0,66372.0
47257,Brazil,Bachelor,1.0,17448.0
47260,United States of America,Bachelor,1.0,68000.0
47261,Canada,Bachelor,1.0,85893.0
47266,United States of America,Bachelor,17.0,151000.0
47268,United States of America,Bachelor,3.0,77000.0
47269,United States of America,Bachelor,38.0,173000.0
47270,United States of America,Bachelor,40.0,130000.0
47271,United States of America,Bachelor,23.0,126000.0
47279,Canada,Bachelor,38.0,97605.0
47283,United States of America,Bachelor,4.0,92000.0
47287,United States of America,Masters,10.0,131100.0
47292,Netherlands,Masters,7.0,78060.0
47294,United States of America,Bachelor,25.0,140000.0
47300,United States of America,Bachelor,42.0,140000.0
47303,Australia,Bachelor,5.0,49540.0
47304,United States of America,Bachelor,35.0,120000.0
47306,Brazil,less than bachelor's,6.0,13212.0
47313,France,Masters,1.0,45857.0
47316,France,Masters,3.0,53322.0
47317,United States of America,Bachelor,8.0,110000.0
47328,United States of America,less than bachelor's,2.0,140000.0
47333,United States of America,Bachelor,22.0,40000.0
47336,Australia,Bachelor,17.0,106157.0
47341,United States of America,PostGrad,5.0,135000.0
47345,United States of America,Bachelor,5.0,48264.0
47348,Australia,Bachelor,4.0,82094.0
47350,Australia,Bachelor,5.0,60155.0
47351,United States of America,Bachelor,32.0,140000.0
47354,Australia,Bachelor,31.0,92002.0
47355,Netherlands,Bachelor,15.0,64626.0
47356,United States of America,less than bachelor's,8.0,130000.0
47357,Australia,less than bachelor's,3.0,46000.0
47359,Australia,Bachelor,5.0,95541.0
47372,United States of America,Bachelor,37.0,142000.0
47380,Germany,Masters,17.0,122640.0
47385,United States of America,Bachelor,10.0,110000.0
47387,Australia,Masters,5.0,80676.0
47392,United States of America,Bachelor,24.0,102750.0
47396,Australia,Bachelor,50.0,60155.0
47403,India,Bachelor,0.5,38692.0
47406,United States of America,Bachelor,5.0,120000.0
47407,United States of America,Bachelor,16.0,115000.0
47410,Canada,less than bachelor's,12.0,71028.0
47416,United States of America,Bachelor,4.0,140000.0
47419,Australia,Masters,14.0,120311.0
47425,Australia,less than bachelor's,6.0,63696.0
47426,United States of America,Masters,7.0,125000.0
47428,Brazil,Bachelor,10.0,59832.0
47431,United States of America,less than bachelor's,22.0,160000.0
47436,Australia,Bachelor,15.0,81741.0
47440,Australia,less than bachelor's,15.0,128450.0
47444,United States of America,Bachelor,21.0,85000.0
47446,United States of America,Bachelor,7.0,160000.0
47452,Australia,Bachelor,4.0,89172.0
47453,Australia,Bachelor,10.0,155696.0
47456,Australia,Bachelor,7.0,109695.0
47459,Australia,Bachelor,28.0,84925.0
47460,United States of America,Bachelor,2.0,90000.0
47461,Australia,less than bachelor's,16.0,134465.0
47466,Brazil,Bachelor,22.0,39888.0
47474,United States of America,less than bachelor's,8.0,75000.0
47477,United States of America,Bachelor,8.0,170000.0
47481,United States of America,Bachelor,14.0,170000.0
47486,United States of America,Bachelor,2.0,87000.0
47487,United States of America,Bachelor,3.0,100000.0
47489,Brazil,Bachelor,15.0,29916.0
47499,Brazil,less than bachelor's,3.0,21444.0
47501,India,Bachelor,5.0,17028.0
47508,Canada,less than bachelor's,0.5,23425.0
47511,United States of America,Bachelor,11.0,17600.0
47513,Brazil,Bachelor,9.0,44663.0
47517,Australia,Bachelor,14.0,95541.0
47521,Australia,less than bachelor's,2.0,26751.0
47526,Brazil,less than bachelor's,10.0,37392.0
47527,Brazil,Bachelor,14.0,22440.0
47537,United States of America,Masters,30.0,138000.0
47542,Australia,Bachelor,5.0,120311.0
47544,India,Masters,5.0,25150.0
47546,United States of America,Bachelor,3.0,65000.0
47549,United States of America,Masters,16.0,120000.0
47552,Canada,Bachelor,2.0,37476.0
47554,United States of America,Bachelor,0.5,115000.0
47558,Brazil,Bachelor,4.0,22440.0
47559,United States of America,Masters,6.0,125000.0
47560,Australia,less than bachelor's,24.0,55201.0
47573,Australia,Bachelor,20.0,113234.0
47576,Australia,Bachelor,10.0,70771.0
47581,United States of America,Masters,10.0,120000.0
47583,United States of America,less than bachelor's,3.0,140000.0
47585,Australia,less than bachelor's,4.0,92002.0
47591,United States of America,Bachelor,6.0,143138.0
47599,United States of America,Bachelor,22.0,132000.0
47600,Canada,Bachelor,1.0,53878.0
47605,Australia,Bachelor,7.0,46000.0
47615,India,Bachelor,0.5,10318.0
47620,United States of America,less than bachelor's,8.0,67600.0
47621,Australia,Bachelor,7.0,99080.0
47627,Canada,Bachelor,5.0,78084.0
47636,Brazil,Masters,10.0,27420.0
47639,Australia,Bachelor,12.0,109695.0
47642,United States of America,Masters,2.0,107000.0
47644,Australia,Bachelor,10.0,60155.0
47645,India,Bachelor,3.0,12897.0
47654,United States of America,Bachelor,3.0,165000.0
47663,United States of America,Masters,19.0,150000.0
47664,United States of America,Bachelor,8.0,140000.0
47676,India,Bachelor,11.0,30953.0
47678,Australia,Bachelor,5.0,60155.0
47685,India,Bachelor,6.0,64486.0
47687,United States of America,Bachelor,3.0,85000.0
47694,Australia,Masters,30.0,99080.0
47697,India,Masters,2.0,92856.0
47708,United States of America,less than bachelor's,0.5,65000.0
47714,United States of America,less than bachelor's,4.0,75000.0
47716,United States of America,Bachelor,9.0,70460.0
47719,Brazil,Masters,6.0,55790.0
47726,United States of America,Bachelor,7.0,110000.0
47727,United States of America,less than bachelor's,8.0,72000.0
47729,United States of America,Bachelor,7.0,93500.0
47736,Australia,Masters,16.0,116772.0
47741,Australia,Bachelor,25.0,88450.0
47753,United States of America,less than bachelor's,27.0,170000.0
47757,United States of America,Bachelor,14.0,103400.0
47759,Netherlands,Bachelor,4.0,115176.0
47773,Canada,Bachelor,8.0,109318.0
47785,India,Bachelor,7.0,51589.0
47795,India,Bachelor,7.0,40000.0
47807,Spain,PostGrad,8.0,42657.0
47808,India,Bachelor,9.0,25794.0
47820,India,Bachelor,4.0,23602.0
47823,Australia,Bachelor,15.0,127388.0
47824,India,Bachelor,3.0,10060.0
47836,United States of America,Bachelor,6.0,120000.0
47838,Germany,Bachelor,17.0,90647.0
47844,India,Masters,12.0,38692.0
47854,United States of America,less than bachelor's,6.0,116875.0
47871,India,Masters,11.0,12384.0
47880,India,Bachelor,4.0,12696.0
47881,United States of America,Bachelor,7.0,108000.0
47885,United Kingdom of Great Britain and Northern Ireland,Bachelor,18.0,130665.0
47888,Germany,less than bachelor's,20.0,68252.0
47891,Australia,Bachelor,10.0,97310.0
47897,India,Bachelor,11.0,120000.0
47900,Australia,Masters,18.0,59448.0
47906,India,Bachelor,2.0,12897.0
47908,India,Bachelor,3.0,21280.0
47920,United States of America,Masters,11.0,160000.0
47930,India,Bachelor,12.0,61907.0
47931,Poland,Bachelor,4.0,22200.0
47932,India,Masters,8.0,46430.0
47939,United Kingdom of Great Britain and Northern Ireland,Masters,1.0,32666.0
47947,United States of America,Masters,6.0,135000.0
47949,Germany,less than bachelor's,2.0,70385.0
47952,France,Masters,5.0,46923.0
47957,India,Bachelor,10.0,32243.0
47963,Germany,Masters,12.0,63984.0
47968,India,Bachelor,5.0,18056.0
47974,United States of America,less than bachelor's,0.5,96000.0
47977,India,Bachelor,12.0,15477.0
47982,United States of America,Bachelor,1.0,80000.0
48000,Spain,less than bachelor's,13.0,33060.0
48003,Poland,Masters,7.0,166500.0
48006,India,Bachelor,10.0,30492.0
48015,Sweden,Masters,11.0,71916.0
48020,Spain,PostGrad,23.0,63986.0
48024,India,Bachelor,2.0,10318.0
48027,Sweden,less than bachelor's,9.0,45096.0
48032,Spain,less than bachelor's,3.0,24312.0
48051,Germany,less than bachelor's,5.0,53322.0
48053,India,Masters,12.0,24505.0
48066,India,Bachelor,1.0,27084.0
48067,United Kingdom of Great Britain and Northern Ireland,PostGrad,10.0,72871.0
48071,India,Bachelor,6.0,32243.0
48079,India,Masters,8.0,10836.0
48082,Australia,Bachelor,0.5,63694.0
48083,Spain,Bachelor,5.0,31993.0
48105,United Kingdom of Great Britain and Northern Ireland,Bachelor,28.0,75384.0
48107,India,Bachelor,6.0,15480.0
48115,United States of America,less than bachelor's,24.0,145000.0
48120,Germany,Bachelor,10.0,106644.0
48123,United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,40205.0
48125,India,Bachelor,1.0,29019.0
48126,India,Bachelor,6.0,16766.0
48129,Spain,less than bachelor's,0.5,25594.0
48144,Netherlands,Bachelor,3.0,38388.0
48150,India,Bachelor,0.5,51996.0
48153,France,Masters,4.0,52255.0
48157,Germany,Masters,5.0,65053.0
48166,Australia,less than bachelor's,9.0,148619.0
48173,Italy,PostGrad,6.0,47990.0
48182,Australia,Bachelor,0.5,35400.0
48183,Netherlands,Masters,7.0,35196.0
48184,France,Masters,8.0,52740.0
48187,India,Masters,5.0,11607.0
48192,Germany,PostGrad,25.0,108780.0
48199,France,Masters,10.0,42657.0
48201,United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,87948.0
48202,India,Bachelor,6.0,19346.0
48212,India,Bachelor,6.0,20636.0
48213,Sweden,Masters,33.0,56076.0
48215,France,Masters,9.0,46923.0
48223,Spain,Masters,22.0,42657.0
48230,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,35.0,150767.0
48231,Germany,Bachelor,16.0,74651.0
48237,Netherlands,Bachelor,12.0,57588.0
48244,Germany,Masters,11.0,76788.0
48251,Netherlands,Masters,5.0,78618.0
48252,United Kingdom of Great Britain and Northern Ireland,Masters,6.0,62820.0
48254,United Kingdom of Great Britain and Northern Ireland,Bachelor,36.0,45230.0
48255,Sweden,Bachelor,5.0,53628.0
48263,Australia,Bachelor,3.0,52371.0
48267,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,24.0,95486.0
48270,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,3.0,89204.0
48277,India,Masters,10.0,47720.0
48283,Spain,Bachelor,5.0,28794.0
48289,Spain,less than bachelor's,1.0,16632.0
48290,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,113075.0
48291,Spain,less than bachelor's,4.0,34126.0
48301,India,Bachelor,8.0,38692.0
48305,United States of America,Bachelor,14.0,162000.0
48306,Spain,PostGrad,2.0,24528.0
48307,Spain,less than bachelor's,10.0,35748.0
48310,Italy,Bachelor,10.0,37325.0
48316,Poland,Bachelor,12.0,38856.0
48320,Italy,PostGrad,5.0,42657.0
48323,Netherlands,less than bachelor's,11.0,44796.0
48332,Italy,less than bachelor's,8.0,70385.0
48347,Spain,PostGrad,2.0,26661.0
48353,Spain,Masters,19.0,74651.0
48354,Poland,PostGrad,7.0,25248.0
48363,India,Bachelor,3.0,64486.0
48366,Spain,less than bachelor's,16.0,70385.0
48369,United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,50256.0
48371,Germany,less than bachelor's,4.0,42228.0
48374,United States of America,Bachelor,6.0,120000.0
48379,Sweden,Bachelor,22.0,67044.0
48384,India,Masters,3.0,28374.0
48388,France,Masters,10.0,53322.0
48396,Germany,Masters,6.0,81049.0
48398,Netherlands,Masters,12.0,71451.0
48401,Germany,less than bachelor's,10.0,55032.0
48403,France,Masters,5.0,60787.0
48408,Netherlands,Bachelor,11.0,58654.0
48409,Germany,Masters,18.0,53322.0
48414,Germany,Masters,15.0,95979.0
48418,Australia,Bachelor,18.0,108988.0
48423,Germany,less than bachelor's,3.0,71451.0
48425,France,Masters,22.0,85315.0
48429,India,Bachelor,10.0,38692.0
48431,Poland,Masters,16.0,49956.0
48433,Germany,Bachelor,3.0,42228.0
48434,Poland,less than bachelor's,2.0,19428.0
48438,Spain,Masters,9.0,50123.0
48443,Germany,less than bachelor's,20.0,74651.0
48449,France,PostGrad,14.0,44790.0
48453,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,8.0,56538.0
48454,France,Masters,5.0,45430.0
48455,Germany,less than bachelor's,11.0,53322.0
48464,Germany,Bachelor,18.0,90647.0
48469,Netherlands,Bachelor,15.0,65352.0
48470,Netherlands,Bachelor,25.0,77398.0
